"Time Stamp","Time Zone","Name","PTID","Energy Bid Load","Bilateral Load","Price Cap Load","Virtual Load","Virtual Supply"
"08/25/2019 00:00:00","EDT","CAPITL",61757,916,168,0,1,-94
"08/25/2019 00:00:00","EDT","CENTRL",61754,939,1397,0,87,-1228
"08/25/2019 00:00:00","EDT","DUNWOD",61760,169,232,181,25,-119
"08/25/2019 00:00:00","EDT","GENESE",61753,642,179,0,26,-212
"08/25/2019 00:00:00","EDT","HUD VL",61758,642,139,181,0,-193
"08/25/2019 00:00:00","EDT","LONGIL",61762,601,1451,0,182,-55
"08/25/2019 00:00:00","EDT","MHK VL",61756,391,164,0,9,-184
"08/25/2019 00:00:00","EDT","MILLWD",61759,142,50,31,0,-54
"08/25/2019 00:00:00","EDT","N.Y.C.",61761,2614,1417,1518,140,-105
"08/25/2019 00:00:00","EDT","NORTH",61755,73,338,0,52,-127
"08/25/2019 00:00:00","EDT","WEST",61752,830,519,0,117,-35
"08/25/2019 01:00:00","EDT","CAPITL",61757,876,165,0,7,-88
"08/25/2019 01:00:00","EDT","CENTRL",61754,898,1387,0,92,-1165
"08/25/2019 01:00:00","EDT","DUNWOD",61760,164,221,167,25,-119
"08/25/2019 01:00:00","EDT","GENESE",61753,601,176,0,38,-177
"08/25/2019 01:00:00","EDT","HUD VL",61758,605,130,167,0,-178
"08/25/2019 01:00:00","EDT","LONGIL",61762,480,1451,0,183,-66
"08/25/2019 01:00:00","EDT","MHK VL",61756,366,160,0,20,-152
"08/25/2019 01:00:00","EDT","MILLWD",61759,143,47,30,0,-57
"08/25/2019 01:00:00","EDT","N.Y.C.",61761,2482,1459,1370,140,-130
"08/25/2019 01:00:00","EDT","NORTH",61755,71,335,0,4,-137
"08/25/2019 01:00:00","EDT","WEST",61752,789,509,0,117,-51
"08/25/2019 02:00:00","EDT","CAPITL",61757,848,163,0,7,-91
"08/25/2019 02:00:00","EDT","CENTRL",61754,853,1382,0,92,-1173
"08/25/2019 02:00:00","EDT","DUNWOD",61760,158,208,157,25,-122
"08/25/2019 02:00:00","EDT","GENESE",61753,576,174,0,22,-206
"08/25/2019 02:00:00","EDT","HUD VL",61758,576,129,158,16,-168
"08/25/2019 02:00:00","EDT","LONGIL",61762,400,1446,0,174,-79
"08/25/2019 02:00:00","EDT","MHK VL",61756,352,155,0,5,-175
"08/25/2019 02:00:00","EDT","MILLWD",61759,137,46,28,0,-58
"08/25/2019 02:00:00","EDT","N.Y.C.",61761,2393,1423,1276,140,-141
"08/25/2019 02:00:00","EDT","NORTH",61755,69,331,0,36,-132
"08/25/2019 02:00:00","EDT","WEST",61752,759,513,0,117,-46
"08/25/2019 03:00:00","EDT","CAPITL",61757,839,163,0,6,-94
"08/25/2019 03:00:00","EDT","CENTRL",61754,849,1381,0,86,-1170
"08/25/2019 03:00:00","EDT","DUNWOD",61760,152,202,151,30,-105
"08/25/2019 03:00:00","EDT","GENESE",61753,570,172,0,22,-195
"08/25/2019 03:00:00","EDT","HUD VL",61758,560,126,151,5,-177
"08/25/2019 03:00:00","EDT","LONGIL",61762,344,1446,0,144,-101
"08/25/2019 03:00:00","EDT","MHK VL",61756,343,156,0,14,-153
"08/25/2019 03:00:00","EDT","MILLWD",61759,136,44,28,5,-41
"08/25/2019 03:00:00","EDT","N.Y.C.",61761,2340,1472,1217,115,-118
"08/25/2019 03:00:00","EDT","NORTH",61755,68,330,0,6,-136
"08/25/2019 03:00:00","EDT","WEST",61752,745,507,0,129,-35
"08/25/2019 04:00:00","EDT","CAPITL",61757,851,163,0,12,-85
"08/25/2019 04:00:00","EDT","CENTRL",61754,843,1380,0,80,-1182
"08/25/2019 04:00:00","EDT","DUNWOD",61760,151,195,148,5,-122
"08/25/2019 04:00:00","EDT","GENESE",61753,566,168,0,31,-145
"08/25/2019 04:00:00","EDT","HUD VL",61758,555,126,147,46,-148
"08/25/2019 04:00:00","EDT","LONGIL",61762,307,1448,0,144,-56
"08/25/2019 04:00:00","EDT","MHK VL",61756,344,156,0,14,-171
"08/25/2019 04:00:00","EDT","MILLWD",61759,94,42,28,5,-42
