"Time Stamp","Time Zone","Name","PTID","Energy Bid Load","Bilateral Load","Price Cap Load","Virtual Load","Virtual Supply"
"11/14/2019 00:00:00","EST","CAPITL",61757,925,216,0,82,-185
"11/14/2019 00:00:00","EST","CENTRL",61754,1127,1481,0,106,-1135
"11/14/2019 00:00:00","EST","DUNWOD",61760,139,201,167,67,-67
"11/14/2019 00:00:00","EST","GENESE",61753,731,220,0,2,-55
"11/14/2019 00:00:00","EST","HUD VL",61758,669,153,172,9,-251
"11/14/2019 00:00:00","EST","LONGIL",61762,400,1424,0,200,-57
"11/14/2019 00:00:00","EST","MHK VL",61756,453,213,0,9,-70
"11/14/2019 00:00:00","EST","MILLWD",61759,181,50,30,9,-61
"11/14/2019 00:00:00","EST","N.Y.C.",61761,2027,1639,947,180,-116
"11/14/2019 00:00:00","EST","NORTH",61755,99,404,0,1,-235
"11/14/2019 00:00:00","EST","WEST",61752,878,622,0,347,-23
"11/14/2019 01:00:00","EST","CAPITL",61757,895,211,0,79,-165
"11/14/2019 01:00:00","EST","CENTRL",61754,1087,1476,0,102,-1187
"11/14/2019 01:00:00","EST","DUNWOD",61760,134,195,157,65,-122
"11/14/2019 01:00:00","EST","GENESE",61753,696,220,0,15,-52
"11/14/2019 01:00:00","EST","HUD VL",61758,649,149,164,7,-78
"11/14/2019 01:00:00","EST","LONGIL",61762,335,1423,0,202,-41
"11/14/2019 01:00:00","EST","MHK VL",61756,432,208,0,24,-53
"11/14/2019 01:00:00","EST","MILLWD",61759,177,49,28,7,-51
"11/14/2019 01:00:00","EST","N.Y.C.",61761,1937,1656,825,131,-87
"11/14/2019 01:00:00","EST","NORTH",61755,95,405,0,0,-201
"11/14/2019 01:00:00","EST","WEST",61752,835,615,0,360,-31
"11/14/2019 02:00:00","EST","CAPITL",61757,877,207,0,79,-243
"11/14/2019 02:00:00","EST","CENTRL",61754,1062,1476,0,87,-1188
"11/14/2019 02:00:00","EST","DUNWOD",61760,131,188,153,65,-136
"11/14/2019 02:00:00","EST","GENESE",61753,683,218,0,9,-37
"11/14/2019 02:00:00","EST","HUD VL",61758,638,147,161,7,-88
"11/14/2019 02:00:00","EST","LONGIL",61762,290,1423,0,216,-41
"11/14/2019 02:00:00","EST","MHK VL",61756,425,205,0,9,-56
"11/14/2019 02:00:00","EST","MILLWD",61759,167,49,28,7,-50
"11/14/2019 02:00:00","EST","N.Y.C.",61761,1890,1640,786,141,-92
"11/14/2019 02:00:00","EST","NORTH",61755,95,402,0,10,-217
"11/14/2019 02:00:00","EST","WEST",61752,818,609,0,348,-34
"11/14/2019 03:00:00","EST","CAPITL",61757,885,206,0,79,-249
"11/14/2019 03:00:00","EST","CENTRL",61754,1057,1476,0,97,-1197
"11/14/2019 03:00:00","EST","DUNWOD",61760,132,187,147,73,-144
"11/14/2019 03:00:00","EST","GENESE",61753,681,218,0,9,-37
"11/14/2019 03:00:00","EST","HUD VL",61758,648,146,161,7,-96
"11/14/2019 03:00:00","EST","LONGIL",61762,276,1422,0,234,-60
"11/14/2019 03:00:00","EST","MHK VL",61756,428,206,0,19,-56
"11/14/2019 03:00:00","EST","MILLWD",61759,178,49,28,11,-64
"11/14/2019 03:00:00","EST","N.Y.C.",61761,1873,1656,728,211,-107
"11/14/2019 03:00:00","EST","NORTH",61755,93,406,0,10,-217
"11/14/2019 03:00:00","EST","WEST",61752,819,605,0,358,-17
"11/14/2019 04:00:00","EST","CAPITL",61757,910,210,0,80,-187
"11/14/2019 04:00:00","EST","CENTRL",61754,1073,1493,0,85,-1187
"11/14/2019 04:00:00","EST","DUNWOD",61760,132,187,149,73,-52
"11/14/2019 04:00:00","EST","GENESE",61753,691,227,0,0,-59
"11/14/2019 04:00:00","EST","HUD VL",61758,654,148,162,7,-127
"11/14/2019 04:00:00","EST","LONGIL",61762,304,1424,0,234,-116
"11/14/2019 04:00:00","EST","MHK VL",61756,444,209,0,10,-59
"11/14/2019 04:00:00","EST","MILLWD",61759,120,49,28,11,-89
"11/14/2019 04:00:00","EST","N.Y.C.",61761,1930,1601,739,205,-117
"11/14/2019 04:00:00","EST","NORTH",61755,95,408,0,10,-213
"11/14/2019 04:00:00","EST","WEST",61752,844,604,0,368,-16
"11/14/2019 05:00:00","EST","CAPITL",61757,985,216,0,80,-302
"11/14/2019 05:00:00","EST","CENTRL",61754,1125,1520,0,125,-1254
"11/14/2019 05:00:00","EST","DUNWOD",61760,139,200,161,65,-29
"11/14/2019 05:00:00","EST","GENESE",61753,742,239,0,50,-85
"11/14/2019 05:00:00","EST","HUD VL",61758,700,152,173,7,-97
"11/14/2019 05:00:00","EST","LONGIL",61762,410,1425,0,209,-89
"11/14/2019 05:00:00","EST","MHK VL",61756,485,221,0,0,-77
"11/14/2019 05:00:00","EST","MILLWD",61759,107,54,29,7,-51
"11/14/2019 05:00:00","EST","N.Y.C.",61761,2076,1614,811,131,-102
"11/14/2019 05:00:00","EST","NORTH",61755,107,416,0,0,-225
"11/14/2019 05:00:00","EST","WEST",61752,890,619,0,436,-28
"11/14/2019 06:00:00","EST","CAPITL",61757,1238,104,0,128,-100
"11/14/2019 06:00:00","EST","CENTRL",61754,1242,1563,0,170,-1238
"11/14/2019 06:00:00","EST","DUNWOD",61760,157,221,181,120,-76
"11/14/2019 06:00:00","EST","GENESE",61753,848,261,0,81,-58
"11/14/2019 06:00:00","EST","HUD VL",61758,743,165,190,26,-87
"11/14/2019 06:00:00","EST","LONGIL",61762,605,1427,0,228,-165
"11/14/2019 06:00:00","EST","MHK VL",61756,546,243,0,90,-51
