"Time Stamp","Time Zone","Name","PTID","Energy Bid Load","Bilateral Load","Price Cap Load","Virtual Load","Virtual Supply"
"07/19/2019 00:00:00","EDT","CAPITL",61757,1274,72,0,37,-42
"07/19/2019 00:00:00","EDT","CENTRL",61754,1284,1444,0,146,-1169
"07/19/2019 00:00:00","EDT","DUNWOD",61760,190,289,294,71,-63
"07/19/2019 00:00:00","EDT","GENESE",61753,882,237,0,24,-215
"07/19/2019 00:00:00","EDT","HUD VL",61758,783,161,237,57,-199
"07/19/2019 00:00:00","EDT","LONGIL",61762,1234,1445,0,158,-86
"07/19/2019 00:00:00","EDT","MHK VL",61756,518,209,0,12,-70
"07/19/2019 00:00:00","EDT","MILLWD",61759,167,63,48,5,-35
"07/19/2019 00:00:00","EDT","N.Y.C.",61761,2758,1609,2477,365,-18
"07/19/2019 00:00:00","EDT","NORTH",61755,87,345,0,11,-316
"07/19/2019 00:00:00","EDT","WEST",61752,1098,701,0,202,-42
"07/19/2019 01:00:00","EDT","CAPITL",61757,1156,113,0,52,-41
"07/19/2019 01:00:00","EDT","CENTRL",61754,1225,1432,0,138,-1173
"07/19/2019 01:00:00","EDT","DUNWOD",61760,179,267,270,62,-58
"07/19/2019 01:00:00","EDT","GENESE",61753,831,232,0,36,-210
"07/19/2019 01:00:00","EDT","HUD VL",61758,743,152,213,80,-206
"07/19/2019 01:00:00","EDT","LONGIL",61762,1042,1443,0,239,-19
"07/19/2019 01:00:00","EDT","MHK VL",61756,492,207,0,12,-69
"07/19/2019 01:00:00","EDT","MILLWD",61759,168,59,44,4,-39
"07/19/2019 01:00:00","EDT","N.Y.C.",61761,2659,1566,2259,370,-17
"07/19/2019 01:00:00","EDT","NORTH",61755,82,343,0,14,-313
"07/19/2019 01:00:00","EDT","WEST",61752,1038,697,0,249,-37
"07/19/2019 02:00:00","EDT","CAPITL",61757,1066,139,0,61,-147
"07/19/2019 02:00:00","EDT","CENTRL",61754,1153,1423,0,159,-1168
"07/19/2019 02:00:00","EDT","DUNWOD",61760,181,256,253,67,-61
"07/19/2019 02:00:00","EDT","GENESE",61753,792,231,0,56,-207
"07/19/2019 02:00:00","EDT","HUD VL",61758,709,149,197,85,-205
"07/19/2019 02:00:00","EDT","LONGIL",61762,901,1443,0,216,-51
"07/19/2019 02:00:00","EDT","MHK VL",61756,466,201,0,25,-90
"07/19/2019 02:00:00","EDT","MILLWD",61759,158,57,41,17,-40
"07/19/2019 02:00:00","EDT","N.Y.C.",61761,2577,1537,2104,370,-30
"07/19/2019 02:00:00","EDT","NORTH",61755,80,341,0,14,-247
"07/19/2019 02:00:00","EDT","WEST",61752,978,697,0,252,-32
"07/19/2019 03:00:00","EDT","CAPITL",61757,1029,154,0,70,-47
"07/19/2019 03:00:00","EDT","CENTRL",61754,1134,1423,0,154,-1171
"07/19/2019 03:00:00","EDT","DUNWOD",61760,174,248,240,66,-56
"07/19/2019 03:00:00","EDT","GENESE",61753,767,231,0,47,-199
"07/19/2019 03:00:00","EDT","HUD VL",61758,700,146,186,80,-199
"07/19/2019 03:00:00","EDT","LONGIL",61762,812,1443,0,236,-31
"07/19/2019 03:00:00","EDT","MHK VL",61756,451,201,0,34,-65
"07/19/2019 03:00:00","EDT","MILLWD",61759,165,56,39,23,-40
"07/19/2019 03:00:00","EDT","N.Y.C.",61761,2571,1633,1885,388,-23
"07/19/2019 03:00:00","EDT","NORTH",61755,79,341,0,15,-246
"07/19/2019 03:00:00","EDT","WEST",61752,945,691,0,239,-40
"07/19/2019 04:00:00","EDT","CAPITL",61757,1038,143,0,79,-53
"07/19/2019 04:00:00","EDT","CENTRL",61754,1126,1430,0,171,-1170
"07/19/2019 04:00:00","EDT","DUNWOD",61760,177,247,232,71,-64
"07/19/2019 04:00:00","EDT","GENESE",61753,767,232,0,47,-199
"07/19/2019 04:00:00","EDT","HUD VL",61758,685,147,179,85,-209
"07/19/2019 04:00:00","EDT","LONGIL",61762,803,1443,0,232,-19
"07/19/2019 04:00:00","EDT","MHK VL",61756,455,203,0,28,-70
"07/19/2019 04:00:00","EDT","MILLWD",61759,110,55,38,28,-48
"07/19/2019 04:00:00","EDT","N.Y.C.",61761,2598,1637,1795,359,-23
"07/19/2019 04:00:00","EDT","NORTH",61755,79,342,0,15,-259
"07/19/2019 04:00:00","EDT","WEST",61752,928,699,0,273,-43
"07/19/2019 05:00:00","EDT","CAPITL",61757,1119,91,0,77,-66
"07/19/2019 05:00:00","EDT","CENTRL",61754,1153,1452,0,120,-1188
"07/19/2019 05:00:00","EDT","DUNWOD",61760,186,257,233,75,-71
"07/19/2019 05:00:00","EDT","GENESE",61753,797,250,0,47,-210
"07/19/2019 05:00:00","EDT","HUD VL",61758,716,152,179,85,-214
"07/19/2019 05:00:00","EDT","LONGIL",61762,844,1446,0,218,-19
"07/19/2019 05:00:00","EDT","MHK VL",61756,474,212,0,27,-84
"07/19/2019 05:00:00","EDT","MILLWD",61759,102,55,38,19,-48
"07/19/2019 05:00:00","EDT","N.Y.C.",61761,2715,1697,1795,351,-23
"07/19/2019 05:00:00","EDT","NORTH",61755,81,346,0,14,-260
"07/19/2019 05:00:00","EDT","WEST",61752,953,715,0,352,-52
"07/19/2019 06:00:00","EDT","CAPITL",61757,1245,49,0,56,-50
"07/19/2019 06:00:00","EDT","CENTRL",61754,1219,1489,0,98,-1180
"07/19/2019 06:00:00","EDT","DUNWOD",61760,250,224,245,136,-57
"07/19/2019 06:00:00","EDT","GENESE",61753,850,277,0,31,-205
"07/19/2019 06:00:00","EDT","HUD VL",61758,750,160,187,80,-228
"07/19/2019 06:00:00","EDT","LONGIL",61762,991,1450,0,249,-32
"07/19/2019 06:00:00","EDT","MHK VL",61756,516,222,0,23,-79
"07/19/2019 06:00:00","EDT","MILLWD",61759,141,59,40,12,-37
"07/19/2019 06:00:00","EDT","N.Y.C.",61761,2973,1833,1892,424,-32
"07/19/2019 06:00:00","EDT","NORTH",61755,89,355,0,9,-230
"07/19/2019 06:00:00","EDT","WEST",61752,998,737,0,449,-39
"07/19/2019 07:00:00","EDT","CAPITL",61757,1382,51,0,40,-60
"07/19/2019 07:00:00","EDT","CENTRL",61754,1338,1525,0,88,-1163
"07/19/2019 07:00:00","EDT","DUNWOD",61760,396,145,275,352,-60
"07/19/2019 07:00:00","EDT","GENESE",61753,966,311,0,31,-191
"07/19/2019 07:00:00","EDT","HUD VL",61758,841,174,208,62,-332
"07/19/2019 07:00:00","EDT","LONGIL",61762,1251,1455,0,341,-52
"07/19/2019 07:00:00","EDT","MHK VL",61756,565,243,0,22,-174
"07/19/2019 07:00:00","EDT","MILLWD",61759,192,63,44,4,-51
"07/19/2019 07:00:00","EDT","N.Y.C.",61761,3433,1983,2027,358,-51
"07/19/2019 07:00:00","EDT","NORTH",61755,99,367,0,0,-179
"07/19/2019 07:00:00","EDT","WEST",61752,1117,773,0,615,-38
"07/19/2019 08:00:00","EDT","CAPITL",61757,1496,58,0,0,-111
"07/19/2019 08:00:00","EDT","CENTRL",61754,1394,1567,0,89,-1161
"07/19/2019 08:00:00","EDT","DUNWOD",61760,464,113,297,352,-77
"07/19/2019 08:00:00","EDT","GENESE",61753,1022,330,0,31,-166
"07/19/2019 08:00:00","EDT","HUD VL",61758,927,185,235,62,-350
"07/19/2019 08:00:00","EDT","LONGIL",61762,1529,1465,0,396,-60
"07/19/2019 08:00:00","EDT","MHK VL",61756,592,261,0,24,-194
"07/19/2019 08:00:00","EDT","MILLWD",61759,273,18,48,8,-68
"07/19/2019 08:00:00","EDT","N.Y.C.",61761,3733,2089,2163,325,-46
"07/19/2019 08:00:00","EDT","NORTH",61755,100,375,0,4,-143
"07/19/2019 08:00:00","EDT","WEST",61752,1157,871,0,606,-48
"07/19/2019 09:00:00","EDT","CAPITL",61757,1597,60,0,12,-106
"07/19/2019 09:00:00","EDT","CENTRL",61754,1489,1587,0,159,-1155
"07/19/2019 09:00:00","EDT","DUNWOD",61760,504,107,314,282,-142
"07/19/2019 09:00:00","EDT","GENESE",61753,1097,337,0,19,-181
"07/19/2019 09:00:00","EDT","HUD VL",61758,1039,143,265,62,-395
"07/19/2019 09:00:00","EDT","LONGIL",61762,1839,1467,0,366,-69
"07/19/2019 09:00:00","EDT","MHK VL",61756,632,277,0,14,-162
"07/19/2019 09:00:00","EDT","MILLWD",61759,298,19,51,12,-70
"07/19/2019 09:00:00","EDT","N.Y.C.",61761,3985,2160,2330,329,-57
"07/19/2019 09:00:00","EDT","NORTH",61755,109,380,0,6,-130
