"Time Stamp","Time Zone","Name","PTID","Energy Bid Load","Bilateral Load","Price Cap Load","Virtual Load","Virtual Supply"
"10/23/2019 00:00:00","EDT","CAPITL",61757,785,194,0,65,-18
"10/23/2019 00:00:00","EDT","CENTRL",61754,869,1455,0,12,-1263
"10/23/2019 00:00:00","EDT","DUNWOD",61760,116,187,128,2,-75
"10/23/2019 00:00:00","EDT","GENESE",61753,611,208,0,11,-177
"10/23/2019 00:00:00","EDT","HUD VL",61758,518,146,138,98,-183
"10/23/2019 00:00:00","EDT","LONGIL",61762,719,795,0,160,-45
"10/23/2019 00:00:00","EDT","MHK VL",61756,382,185,0,12,-98
"10/23/2019 00:00:00","EDT","MILLWD",61759,122,43,27,50,-42
"10/23/2019 00:00:00","EDT","N.Y.C.",61761,1827,1306,1082,16,-73
"10/23/2019 00:00:00","EDT","NORTH",61755,73,349,0,2,-201
"10/23/2019 00:00:00","EDT","WEST",61752,758,619,0,86,-45
"10/23/2019 01:00:00","EDT","CAPITL",61757,744,189,0,53,-66
"10/23/2019 01:00:00","EDT","CENTRL",61754,837,1450,0,2,-1283
"10/23/2019 01:00:00","EDT","DUNWOD",61760,115,182,117,2,-60
"10/23/2019 01:00:00","EDT","GENESE",61753,583,205,0,0,-195
"10/23/2019 01:00:00","EDT","HUD VL",61758,495,143,131,69,-183
"10/23/2019 01:00:00","EDT","LONGIL",61762,648,792,0,146,-73
"10/23/2019 01:00:00","EDT","MHK VL",61756,361,180,0,3,-106
"10/23/2019 01:00:00","EDT","MILLWD",61759,127,44,25,40,-28
"10/23/2019 01:00:00","EDT","N.Y.C.",61761,1739,1317,957,20,-78
"10/23/2019 01:00:00","EDT","NORTH",61755,71,350,0,2,-207
"10/23/2019 01:00:00","EDT","WEST",61752,721,614,0,73,-66
"10/23/2019 02:00:00","EDT","CAPITL",61757,730,186,0,65,-36
"10/23/2019 02:00:00","EDT","CENTRL",61754,818,1446,0,11,-1267
"10/23/2019 02:00:00","EDT","DUNWOD",61760,111,174,113,11,-64
"10/23/2019 02:00:00","EDT","GENESE",61753,569,203,0,2,-178
"10/23/2019 02:00:00","EDT","HUD VL",61758,481,140,127,78,-185
"10/23/2019 02:00:00","EDT","LONGIL",61762,606,791,0,146,-64
"10/23/2019 02:00:00","EDT","MHK VL",61756,346,177,0,11,-104
"10/23/2019 02:00:00","EDT","MILLWD",61759,122,43,24,49,-58
"10/23/2019 02:00:00","EDT","N.Y.C.",61761,1685,1312,903,14,-116
"10/23/2019 02:00:00","EDT","NORTH",61755,69,348,0,2,-204
"10/23/2019 02:00:00","EDT","WEST",61752,710,606,0,118,-65
